timestamp,cpu_utilization,network_in,network_out,memory_usage,requests,cost_per_hour,anomaly,score
2026-03-21T22:45:00+00:00,4.5709,370.98,653.41,67.15,393,0.0842,1,0.09180135895216335
2026-03-21T22:50:00+00:00,9.65,808.34,127.96,50.72,373,0.0842,1,0.07942151485555504
2026-03-21T22:55:00+00:00,9.3064,274.36,958.06,36.05,418,0.0842,1,0.04684004227894145
2026-03-21T23:00:00+00:00,10.2609,338.9,817.91,43.65,230,0.0842,1,0.10239511620894043
2026-03-21T23:05:00+00:00,12.4991,407.01,506.03,41.76,56,0.0842,1,0.05346001102159903
2026-03-21T23:10:00+00:00,7.3621,885.3,918.31,42.35,335,0.0842,1,0.09502468551174192
2026-03-21T23:15:00+00:00,7.9277,174.51,556.41,76.33,268,0.0842,1,0.06094076522522818
2026-03-21T23:20:00+00:00,8.0196,585.44,556.57,45.21,377,0.0842,1,0.11948749625535088
2026-03-21T23:25:00+00:00,11.8844,377.1,614.04,64.04,170,0.0842,1,0.09652903227811171
2026-03-21T23:30:00+00:00,4.5376,939.24,827.01,55.4,172,0.0842,1,0.07794737910160998
2026-03-21T23:35:00+00:00,8.9715,486.86,283.05,64.27,152,0.0842,1,0.1041345881082626
2026-03-21T23:40:00+00:00,5.0583,616.42,973.81,41.91,336,0.0842,1,0.0922997131238592
2026-03-21T23:45:00+00:00,2.8369,708.32,318.23,61.74,192,0.0842,1,0.10696383371933516
2026-03-21T23:50:00+00:00,3.9583,769.52,638.25,58.21,200,0.0842,1,0.12336282430502932
2026-03-21T23:55:00+00:00,5.2365,499.03,925.0,64.0,158,0.0842,1,0.07690106539583053
2026-03-22T00:00:00+00:00,10.1381,132.62,842.55,50.97,100,0.0842,1,0.02526125704690818
2026-03-22T00:05:00+00:00,6.2633,968.8,424.55,76.67,361,0.0842,1,0.044457663520122925
2026-03-22T00:10:00+00:00,7.5451,231.07,511.25,33.42,461,0.0842,1,0.02902228725646805
2026-03-22T00:15:00+00:00,5.673,929.21,355.36,43.84,321,0.0842,1,0.09260552279469769
2026-03-22T00:20:00+00:00,9.2219,239.58,565.79,70.77,292,0.0842,1,0.08670631051752409
2026-03-22T00:25:00+00:00,5.7961,765.29,229.13,44.37,307,0.0842,1,0.10672968173581049
2026-03-22T00:30:00+00:00,10.6353,709.43,466.68,79.33,260,0.0842,1,0.07805567997433804
2026-03-22T00:35:00+00:00,6.0138,478.14,704.09,40.45,123,0.0842,1,0.09768529613516297
2026-03-22T00:40:00+00:00,6.4703,145.85,371.21,51.33,383,0.0842,1,0.08521673763429921
2026-03-22T00:45:00+00:00,8.2455,828.3,927.89,44.28,173,0.0842,1,0.08600333043754549
2026-03-22T00:50:00+00:00,8.0494,822.45,805.75,62.2,57,0.0842,1,0.0577389605527342
2026-03-22T00:55:00+00:00,10.8494,844.32,116.32,67.09,121,0.0842,1,0.02369805105077094
2026-03-22T01:00:00+00:00,8.2408,477.65,948.12,37.55,252,0.0842,1,0.08151522970936154
2026-03-22T01:05:00+00:00,5.5843,953.72,167.05,53.52,231,0.0842,1,0.06701643040297744
2026-03-22T01:10:00+00:00,6.8793,232.15,588.43,31.52,171,0.0842,1,0.06114289635905801
2026-03-22T01:15:00+00:00,6.8544,312.48,271.63,50.83,324,0.0842,1,0.10431744065190146
2026-03-22T01:20:00+00:00,9.4501,272.57,367.36,65.44,85,0.0842,1,0.06827685872212386
2026-03-22T01:25:00+00:00,8.7676,166.07,287.49,38.39,340,0.0842,1,0.07380526458228376
2026-03-22T01:30:00+00:00,7.7612,952.84,831.55,32.69,293,0.0842,1,0.04249083356894223
2026-03-22T01:35:00+00:00,9.7392,752.52,377.36,73.21,317,0.0842,1,0.10098682985342983
2026-03-22T01:40:00+00:00,6.943,895.24,399.36,38.56,249,0.0842,1,0.08292832686156032
2026-03-22T01:45:00+00:00,7.7275,225.31,482.77,57.21,386,0.0842,1,0.10569354745012088
2026-03-22T01:50:00+00:00,8.3615,282.48,894.79,38.63,263,0.0842,1,0.08060771171724024
2026-03-22T01:55:00+00:00,11.0564,751.26,442.03,59.85,150,0.0842,1,0.11934938819251462
2026-03-22T02:00:00+00:00,7.8029,225.74,685.36,56.62,292,0.0842,1,0.1186981494176485
2026-03-22T02:05:00+00:00,7.2984,833.9,223.22,36.65,146,0.0842,1,0.08018032162004424
2026-03-22T02:10:00+00:00,5.9083,935.21,787.3,62.26,476,0.0842,1,0.054615808561173984
2026-03-22T02:15:00+00:00,9.3721,525.04,918.98,59.8,110,0.0842,1,0.07883060679254245
2026-03-22T02:20:00+00:00,6.8247,794.6,817.46,42.59,169,0.0842,1,0.10127625346138669
2026-03-22T02:25:00+00:00,8.6874,198.95,641.02,77.69,219,0.0842,1,0.05146242904914222
2026-03-22T02:30:00+00:00,4.1968,576.11,405.83,78.91,87,0.0842,1,0.03827787303601837
2026-03-22T02:35:00+00:00,10.0864,250.7,907.1,58.08,312,0.0842,1,0.09233375626727969
2026-03-22T02:40:00+00:00,5.3361,496.72,608.54,70.7,298,0.0842,1,0.10226280295321671
2026-03-22T02:45:00+00:00,6.4453,136.43,335.47,50.75,170,0.0842,1,0.08332291596776564
2026-03-22T02:50:00+00:00,10.1172,916.59,239.89,51.5,260,0.0842,1,0.09984711552165204
2026-03-22T02:55:00+00:00,5.3311,801.62,288.68,43.76,74,0.0842,1,0.0619322658857826
2026-03-22T03:00:00+00:00,7.8411,713.07,905.36,56.37,261,0.0842,1,0.10358825266666116
2026-03-22T03:05:00+00:00,8.1485,835.95,201.36,77.75,142,0.0842,1,0.051006943509889435
2026-03-22T03:10:00+00:00,6.0029,531.07,522.12,76.22,54,0.0842,1,0.043828183584096125
2026-03-22T03:15:00+00:00,10.6859,865.74,337.16,38.05,229,0.0842,1,0.0982086673457579
2026-03-22T03:20:00+00:00,10.9976,305.6,864.32,33.11,132,0.0842,1,0.04936535133210229
2026-03-22T03:25:00+00:00,4.0568,578.31,871.31,47.36,340,0.0842,1,0.10292200927031986
2026-03-22T03:30:00+00:00,5.102,717.8,136.34,31.45,73,0.0842,-1,-0.006289611641803194
2026-03-22T03:35:00+00:00,9.6165,253.17,320.94,33.64,82,0.0842,1,0.034869372311745805
2026-03-22T03:40:00+00:00,5.394,266.56,122.16,61.94,223,0.0842,1,0.06328973217992717
2026-03-22T03:45:00+00:00,7.2227,458.76,111.26,61.0,279,0.0842,1,0.0637379870804008
2026-03-22T03:50:00+00:00,8.2591,484.38,655.67,65.06,217,0.0842,1,0.12481287539381081
2026-03-22T03:55:00+00:00,9.3837,883.35,796.65,34.11,64,0.0842,1,0.024870682878103678
2026-03-22T04:00:00+00:00,7.5535,509.14,987.54,30.31,106,0.0842,1,0.009178715029908746
2026-03-22T04:05:00+00:00,8.1904,897.45,557.34,34.57,173,0.0842,1,0.0831195741354454
2026-03-22T04:10:00+00:00,6.4465,219.2,177.05,63.85,382,0.0842,1,0.0691480835381092
2026-03-22T04:15:00+00:00,10.5847,274.02,295.23,65.05,481,0.0842,1,0.04973792067248084
2026-03-22T04:20:00+00:00,7.0094,948.1,913.97,33.73,277,0.0842,1,0.05046794104071095
2026-03-22T04:25:00+00:00,8.6795,673.7,267.29,34.81,421,0.0842,1,0.07677415021510503
2026-03-22T04:30:00+00:00,6.9767,215.32,464.1,61.93,59,0.0842,1,0.048902629306886825
2026-03-22T04:40:00+00:00,7.6637,811.85,590.18,73.02,146,0.0842,1,0.09898518880450141
2026-03-22T04:45:00+00:00,7.6751,910.76,193.19,40.78,284,0.0842,1,0.07847240848968207
2026-03-22T04:50:00+00:00,5.9724,670.93,909.84,37.81,275,0.0842,1,0.0913786265052019
2026-03-22T04:55:00+00:00,9.5928,969.29,359.53,59.44,382,0.0842,1,0.0760424847632728
2026-03-22T05:00:00+00:00,10.8281,342.2,959.02,49.56,143,0.0842,1,0.06740474137014768
2026-03-22T05:05:00+00:00,8.4863,553.17,519.47,39.48,206,0.0842,1,0.11795276809105293
2026-03-22T05:10:00+00:00,9.4647,547.34,767.02,76.12,279,0.0842,1,0.07844676659092648
2026-03-22T05:15:00+00:00,9.6761,219.47,434.93,77.05,403,0.0842,1,0.054385991487778784
2026-03-22T05:20:00+00:00,9.856,535.57,683.41,56.6,358,0.0842,1,0.13686459549773577
2026-03-22T05:25:00+00:00,8.6067,882.73,536.94,51.75,214,0.0842,1,0.11860745861401367
2026-03-22T05:30:00+00:00,8.4245,150.93,136.16,66.27,205,0.0842,1,0.044499447924918334
2026-03-22T05:35:00+00:00,9.728,132.56,549.03,51.41,461,0.0842,1,0.05509819589333964
2026-03-22T05:40:00+00:00,8.1377,704.53,933.34,74.54,285,0.0842,1,0.07086606249933891
2026-03-22T05:45:00+00:00,6.0522,993.83,335.98,77.9,256,0.0842,1,0.03126257270467958
2026-03-22T05:50:00+00:00,8.0477,305.56,499.37,32.91,195,0.0842,1,0.07123853482462883
2026-03-22T05:55:00+00:00,4.2232,498.78,210.94,63.66,294,0.0842,1,0.0883638654347666
2026-03-22T06:00:00+00:00,7.9882,732.19,496.3,70.65,302,0.0842,1,0.11016835822355742
2026-03-22T06:05:00+00:00,8.8267,243.62,680.09,65.94,476,0.0842,1,0.0657826763639297
2026-03-22T06:10:00+00:00,10.472,656.88,556.9,43.06,382,0.0842,1,0.11635671095660138
2026-03-22T06:15:00+00:00,8.3026,137.23,504.75,34.61,127,0.0842,1,0.04943506178412338
2026-03-22T06:20:00+00:00,9.8563,318.32,738.86,49.05,356,0.0842,1,0.11442016931522747
2026-03-22T06:25:00+00:00,7.9989,772.82,694.43,67.5,499,0.0842,1,0.0693896995381183
2026-03-22T06:30:00+00:00,5.953,219.47,739.8,78.79,137,0.0842,1,0.031225998076935935
2026-03-22T06:35:00+00:00,5.1772,817.52,383.84,71.71,97,0.0842,1,0.06425380975200157
2026-03-22T06:40:00+00:00,6.0605,449.96,323.05,48.63,194,0.0842,1,0.11387904539744653
2026-03-22T06:45:00+00:00,5.2677,117.39,212.21,52.72,396,0.0842,1,0.049327426566840527
2026-03-22T06:50:00+00:00,9.2674,358.27,490.91,65.59,453,0.0842,1,0.0770790127265863
2026-03-22T06:55:00+00:00,7.5848,542.06,787.68,72.33,429,0.0842,1,0.06787122288499636
2026-03-22T07:00:00+00:00,9.1406,342.95,983.57,78.7,318,0.0842,1,0.036890354911962686
2026-03-22T07:05:00+00:00,8.1469,917.82,996.18,61.99,444,0.0842,1,0.029726125790082603
2026-03-22T07:10:00+00:00,10.0881,484.54,528.88,70.73,323,0.0842,1,0.11188206974977016
2026-03-22T07:15:00+00:00,10.1204,321.88,750.24,31.06,442,0.0842,1,0.03676844194292461
2026-03-22T07:20:00+00:00,6.7093,791.85,682.66,68.93,242,0.0842,1,0.1000639062041011
2026-03-22T07:25:00+00:00,7.4514,301.28,328.86,41.57,368,0.0842,1,0.09619322340232933
2026-03-22T07:30:00+00:00,6.9343,493.15,710.6,78.07,410,0.0842,1,0.04829354693665622
2026-03-22T07:35:00+00:00,4.7574,590.06,700.19,69.1,251,0.0842,1,0.1073336177706069
2026-03-22T07:40:00+00:00,9.3504,886.93,955.49,48.38,339,0.0842,1,0.07723495531822638
2026-03-22T07:45:00+00:00,10.3776,502.85,308.39,69.09,118,0.0842,1,0.08469433203900506
2026-03-22T07:50:00+00:00,7.9871,113.65,275.98,73.79,88,0.0842,1,0.014596878233967825
2026-03-22T07:55:00+00:00,7.0136,595.66,656.36,56.45,477,0.0842,1,0.09287780772751769
2026-03-22T08:00:00+00:00,17.9302,907.05,484.33,31.91,374,0.0842,1,0.03851650540588858
2026-03-22T08:05:00+00:00,32.8597,190.77,293.03,33.44,305,0.0842,1,0.04067270091107633
2026-03-22T08:10:00+00:00,40.3494,682.74,105.93,77.24,146,0.0842,-1,-0.010994235288991905
2026-03-22T08:25:00+00:00,24.1508,428.03,712.65,51.91,278,0.0842,1,0.11208404036748443
2026-03-22T08:30:00+00:00,38.168,332.08,470.0,66.46,270,0.0842,1,0.07487179334147892
2026-03-22T08:35:00+00:00,25.434,164.76,204.48,54.88,463,0.0842,1,0.030866809787090665
2026-03-22T08:40:00+00:00,43.881,901.79,920.85,47.22,484,0.0842,-1,-0.002245584234997433
2026-03-22T08:45:00+00:00,26.5747,146.79,533.48,75.67,174,0.0842,1,0.04088536354568817
2026-03-22T08:50:00+00:00,34.5113,564.54,800.41,72.13,281,0.0842,1,0.07081783295262334
2026-03-22T08:55:00+00:00,31.7947,103.95,559.47,46.97,294,0.0842,1,0.07580999276478734
2026-03-22T09:00:00+00:00,22.9591,687.77,340.91,74.31,366,0.0842,1,0.0796841856737116
2026-03-22T09:05:00+00:00,41.4003,354.84,689.89,50.86,252,0.0842,1,0.0766421694009487
2026-03-22T09:10:00+00:00,23.5182,339.32,667.27,61.8,215,0.0842,1,0.10693426261987615
2026-03-22T09:15:00+00:00,25.8131,560.91,290.77,32.9,489,0.0842,1,0.01837896568884656
2026-03-22T09:20:00+00:00,16.5129,580.57,173.46,33.44,176,0.0842,1,0.049519720197902295
2026-03-22T09:25:00+00:00,42.8171,780.23,146.46,51.41,179,0.0842,1,0.023880425631351176
2026-03-22T09:30:00+00:00,30.3616,614.88,166.54,62.25,329,0.0842,1,0.0832860299664489
2026-03-22T09:35:00+00:00,35.8294,918.09,798.06,61.74,339,0.0842,1,0.0631859335480246
2026-03-22T09:40:00+00:00,43.6444,239.06,598.93,43.84,218,0.0842,1,0.05744043254937936
2026-03-22T09:45:00+00:00,29.7669,791.78,690.0,64.47,234,0.0842,1,0.10046012492702316
2026-03-22T09:55:00+00:00,33.8117,682.91,184.18,59.94,405,0.0842,1,0.07331188065540711
2026-03-22T10:00:00+00:00,32.9979,827.35,372.88,39.61,232,0.0842,1,0.09531522849080742
2026-03-22T10:05:00+00:00,28.9381,195.55,900.05,64.1,211,0.0842,1,0.050264702265028216
2026-03-22T10:10:00+00:00,42.4262,669.53,852.99,30.25,204,0.0842,1,0.018572246874960063
2026-03-22T10:15:00+00:00,42.4246,945.51,338.87,63.51,407,0.0842,1,0.03303467910792468
2026-03-22T10:20:00+00:00,27.4002,628.77,472.71,58.97,191,0.0842,1,0.12066197581848442
2026-03-22T10:35:00+00:00,32.7249,387.08,578.09,74.02,363,0.0842,1,0.07068536291395622
2026-03-22T10:40:00+00:00,23.9492,898.58,758.55,46.61,212,0.0842,1,0.092224248829269
2026-03-22T10:45:00+00:00,32.6137,194.97,753.61,49.5,281,0.0842,1,0.08169001167949158
2026-03-22T10:50:00+00:00,34.344,555.39,782.08,34.39,493,0.0842,1,0.030001430903767057
2026-03-22T10:55:00+00:00,27.2089,152.14,937.88,64.4,445,0.0842,1,0.02106759145294146
2026-03-22T11:00:00+00:00,28.669,244.2,971.89,38.78,65,0.0842,1,0.004688088970112414
2026-03-22T11:05:00+00:00,30.7804,479.54,528.77,75.49,111,0.0842,1,0.07467159476629226
2026-03-22T11:10:00+00:00,26.6241,572.7,675.08,49.06,427,0.0842,1,0.08731306995171373
2026-03-22T11:15:00+00:00,27.4381,209.93,584.82,48.23,115,0.0842,1,0.08676081005398334
2026-03-22T11:20:00+00:00,35.0425,365.9,605.7,53.05,332,0.0842,1,0.10476799574189849
2026-03-22T11:30:00+00:00,29.7278,744.71,824.16,53.83,157,0.0842,1,0.0981570797932303
2026-03-22T11:35:00+00:00,35.847,315.51,156.72,35.95,279,0.0842,1,0.04717317659139686
2026-03-22T11:40:00+00:00,32.9551,430.43,975.08,54.57,115,0.0842,1,0.05621310252222522
2026-03-22T11:45:00+00:00,30.9283,268.03,597.73,33.79,59,0.0842,1,0.005505953682039211
2026-03-22T11:50:00+00:00,34.7027,858.11,151.99,48.7,421,0.0842,1,0.047203507317687854
2026-03-22T11:55:00+00:00,36.0478,677.37,716.15,63.44,196,0.0842,1,0.09711427274203588
2026-03-22T12:00:00+00:00,32.915,354.27,393.26,74.01,237,0.0842,1,0.0776396627174295
2026-03-22T12:05:00+00:00,30.9774,750.19,878.04,43.8,478,0.0842,1,0.045190197184555636
2026-03-22T12:10:00+00:00,30.775,945.48,928.75,42.35,303,0.0842,1,0.06593682342290841
2026-03-22T12:15:00+00:00,29.051,880.88,497.71,78.38,248,0.0842,1,0.053758642789324074
2026-03-22T12:20:00+00:00,26.8719,771.27,221.37,36.09,118,0.0842,1,0.06918135257167307
2026-03-22T12:25:00+00:00,26.3782,738.9,255.76,55.8,183,0.0842,1,0.1053282823823678
2026-03-22T12:30:00+00:00,33.2356,373.58,358.1,32.25,239,0.0842,1,0.06587755924403638
2026-03-22T12:35:00+00:00,33.7853,787.11,460.2,52.53,73,0.0842,1,0.07523988571658335
2026-03-22T12:40:00+00:00,29.525,840.17,309.71,40.29,306,0.0842,1,0.093032275725415
2026-03-22T12:45:00+00:00,26.5411,997.49,400.2,61.5,149,0.0842,1,0.06668214578091647
2026-03-22T12:50:00+00:00,35.7948,507.92,248.91,44.07,70,0.0842,1,0.049834105907628934
2026-03-22T12:55:00+00:00,33.1273,504.95,247.67,60.06,276,0.0842,1,0.10050895480464145
2026-03-22T13:00:00+00:00,30.0358,142.85,571.24,55.85,102,0.0842,1,0.06164915124802872
2026-03-22T13:05:00+00:00,31.8849,545.23,619.8,43.83,453,0.0842,1,0.0857336890939599
2026-03-22T13:10:00+00:00,23.8411,895.27,847.74,34.42,356,0.0842,1,0.05206127801008198
2026-03-22T13:15:00+00:00,27.8484,859.58,524.67,59.47,447,0.0842,1,0.06542928163587824
2026-03-22T13:20:00+00:00,31.0719,632.17,384.21,59.94,158,0.0842,1,0.11681752730963901
2026-03-22T13:25:00+00:00,36.1914,990.8,316.1,30.05,259,0.0842,-1,-0.0034737659388441866
2026-03-22T13:30:00+00:00,31.6794,248.42,904.59,69.54,257,0.0842,1,0.05187217220274587
2026-03-22T13:35:00+00:00,26.3278,792.18,228.89,64.96,261,0.0842,1,0.09808818178130435
2026-03-22T13:40:00+00:00,17.4576,523.6,809.04,38.22,378,0.0842,1,0.08788076315973448
2026-03-22T13:45:00+00:00,35.9866,264.28,324.82,35.82,124,0.0842,1,0.050919598368808994
2026-03-22T13:50:00+00:00,29.0336,174.65,688.64,42.37,338,0.0842,1,0.07874718520908902
2026-03-22T13:55:00+00:00,34.1039,831.93,254.02,59.66,493,0.0842,1,0.03906881860424116
2026-03-22T14:00:00+00:00,32.1104,290.21,794.21,63.64,160,0.0842,1,0.07742460438516291
2026-03-22T14:05:00+00:00,29.2324,716.6,441.46,79.26,97,0.0842,1,0.05008079032327206
2026-03-22T14:10:00+00:00,41.3372,274.89,463.21,45.73,288,0.0842,1,0.06802920040025551
2026-03-22T14:15:00+00:00,25.6848,417.55,250.91,75.47,294,0.0842,1,0.07712405495636021
2026-03-22T14:20:00+00:00,19.422,934.86,196.12,40.27,478,0.0842,1,0.02067913897715612
2026-03-22T14:25:00+00:00,23.8321,942.51,608.66,37.23,72,0.0842,1,0.028902358127076755
2026-03-22T14:30:00+00:00,20.1439,642.59,490.84,30.11,360,0.0842,1,0.05231799052610098
2026-03-22T14:35:00+00:00,35.4105,643.6,103.4,47.62,111,0.0842,1,0.042396783802731264
2026-03-22T14:40:00+00:00,21.5021,946.11,772.36,63.55,271,0.0842,1,0.07526511662549917
2026-03-22T14:45:00+00:00,29.953,993.45,991.92,32.39,119,0.0842,-1,-0.017359938292690225
2026-03-22T14:50:00+00:00,36.4434,151.39,954.19,40.27,272,0.0842,1,0.027235123036979725
2026-03-22T15:00:00+00:00,35.0016,194.95,685.54,59.84,128,0.0842,1,0.07438657870422116
2026-03-22T15:05:00+00:00,23.3752,850.65,768.25,47.52,388,0.0842,1,0.08139535575138052
2026-03-22T15:10:00+00:00,29.5085,164.17,786.23,62.27,128,0.0842,1,0.06144175941335661
2026-03-22T15:15:00+00:00,32.0958,781.23,369.65,52.25,73,0.0842,1,0.07205453734699557
2026-03-22T15:20:00+00:00,33.5817,162.87,209.45,74.33,73,0.0842,-1,-0.00722895669230994
2026-03-22T15:25:00+00:00,36.0928,356.28,450.77,57.81,455,0.0842,1,0.06863832232009653
2026-03-22T15:30:00+00:00,40.3267,417.7,358.34,66.91,176,0.0842,1,0.06067843078849089
2026-03-22T15:35:00+00:00,25.2663,112.92,985.07,48.16,488,0.0842,-1,-0.02143277780182362
2026-03-22T15:40:00+00:00,24.8081,514.61,710.25,59.94,229,0.0842,1,0.11980944702540341
2026-03-22T15:45:00+00:00,27.8007,170.85,518.12,63.07,156,0.0842,1,0.07708696440447638
2026-03-22T15:50:00+00:00,34.5214,831.96,943.65,78.86,295,0.0842,1,0.02856912477321505
2026-03-22T15:55:00+00:00,33.6055,824.47,207.73,66.12,253,0.0842,1,0.07683240921454682
2026-03-22T16:00:00+00:00,30.0891,455.66,999.67,52.44,146,0.0842,1,0.053340669715245315
2026-03-22T16:05:00+00:00,27.6498,654.9,430.3,54.02,466,0.0842,1,0.0755609777852484
2026-03-22T16:10:00+00:00,32.1364,389.84,914.83,77.74,107,0.0842,1,0.02368722066986806
2026-03-22T16:15:00+00:00,36.4113,289.24,589.25,75.25,340,0.0842,1,0.05466698811381221
2026-03-22T16:20:00+00:00,21.6117,720.45,402.45,34.82,357,0.0842,1,0.08391559891671146
2026-03-22T16:25:00+00:00,40.0933,571.64,276.63,73.58,350,0.0842,1,0.05092789091725569
2026-03-22T16:30:00+00:00,46.0449,810.72,945.07,36.48,371,0.0842,1,0.012784093095119409
2026-03-22T16:35:00+00:00,25.0134,237.08,428.98,43.39,491,0.0842,1,0.03610044054772121
2026-03-22T16:40:00+00:00,33.4602,133.82,475.75,60.87,167,0.0842,1,0.08113130302912708
2026-03-22T16:45:00+00:00,46.2475,131.67,594.14,41.22,148,0.0842,1,0.02732202771387271
2026-03-22T16:50:00+00:00,36.0857,639.97,545.86,79.68,192,0.0842,1,0.04637823157893517
2026-03-22T16:55:00+00:00,31.3448,987.7,483.22,42.32,383,0.0842,1,0.053907118247204955
2026-03-22T17:00:00+00:00,30.3616,261.97,281.95,75.4,403,0.0842,1,0.04790760169876984
2026-03-22T17:05:00+00:00,37.2545,853.29,524.9,53.39,134,0.0842,1,0.07777791822047347
2026-03-22T17:10:00+00:00,23.5987,714.17,293.21,40.53,173,0.0842,1,0.10004204337183248
2026-03-22T17:15:00+00:00,27.9599,251.68,484.32,63.91,475,0.0842,1,0.036342073543773834
2026-03-22T17:20:00+00:00,27.8146,537.26,352.29,63.97,69,0.0842,1,0.0602017698698446
2026-03-22T17:25:00+00:00,35.5211,593.22,105.9,31.77,286,0.0842,1,0.010704685786339097
2026-03-22T17:30:00+00:00,43.1525,916.31,673.84,46.27,371,0.0842,1,0.06046609073221376
2026-03-22T17:35:00+00:00,29.1956,821.69,586.77,36.03,407,0.0842,1,0.07020850867411338
2026-03-22T17:40:00+00:00,38.3677,365.33,591.5,47.34,300,0.0842,1,0.09119675047484949
2026-03-22T17:45:00+00:00,31.1442,269.22,943.1,66.14,410,0.0842,1,0.05179628653643531
2026-03-22T17:50:00+00:00,31.3553,444.41,688.36,56.15,116,0.0842,1,0.10944140471317076
2026-03-22T17:55:00+00:00,32.7195,383.65,601.84,35.35,206,0.0842,1,0.08867507793430035
2026-03-22T18:00:00+00:00,25.8701,623.47,394.92,77.82,251,0.0842,1,0.07169053730475461
2026-03-22T18:05:00+00:00,25.0018,906.69,388.59,73.82,119,0.0842,1,0.04844058222221548
2026-03-22T18:10:00+00:00,43.2615,101.66,515.7,39.39,315,0.0842,1,0.03624823815329625
2026-03-22T18:15:00+00:00,31.4447,765.87,911.44,38.22,382,0.0842,1,0.07589471960652039
2026-03-22T18:20:00+00:00,30.1316,401.24,180.9,36.21,434,0.0842,1,0.05405584559748211
2026-03-22T18:25:00+00:00,28.6299,766.76,870.54,67.42,422,0.0842,1,0.061387834880236025
2026-03-22T18:30:00+00:00,23.7582,114.93,275.99,63.78,235,0.0842,1,0.04489026839434207
2026-03-22T18:35:00+00:00,42.4566,146.86,466.57,59.29,404,0.0842,1,0.04412855444168162
2026-03-22T18:40:00+00:00,39.1305,212.56,695.42,40.47,115,0.0842,1,0.05484936279632935
2026-03-22T18:45:00+00:00,31.4595,928.27,226.35,45.91,449,0.0842,1,0.04357275516655246
2026-03-22T18:50:00+00:00,36.9458,376.51,441.31,79.72,107,0.0842,1,0.03547315374618776
2026-03-22T18:55:00+00:00,20.4931,416.31,845.39,47.13,455,0.0842,1,0.04733504633377483
2026-03-22T19:00:00+00:00,32.2214,402.07,840.84,61.34,308,0.0842,1,0.08275183305736306
2026-03-22T19:05:00+00:00,30.6748,276.21,633.76,40.79,385,0.0842,1,0.08569035017746557
2026-03-22T19:10:00+00:00,29.5924,510.6,851.07,40.14,60,0.0842,1,0.029990084216543145
2026-03-22T19:15:00+00:00,33.4641,396.55,640.8,43.5,444,0.0842,1,0.07574559129185082
2026-03-22T19:20:00+00:00,40.5976,126.34,589.78,37.98,386,0.0842,1,0.03244003264069417
2026-03-22T19:25:00+00:00,30.092,839.06,669.85,68.89,252,0.0842,1,0.08473197462828475
2026-03-22T19:30:00+00:00,30.2305,424.58,381.9,60.63,282,0.0842,1,0.11012445899033935
2026-03-22T19:40:00+00:00,26.5089,971.16,632.77,30.68,62,0.0842,-1,-0.017642403968310738
2026-03-22T19:45:00+00:00,22.4712,812.26,458.39,57.03,454,0.0842,1,0.08329818691725482
2026-03-22T19:50:00+00:00,31.1563,557.34,321.13,68.49,122,0.0842,1,0.0906609436695609
2026-03-22T19:55:00+00:00,33.6338,205.33,142.17,44.31,235,0.0842,1,0.06329219521573592
2026-03-22T20:00:00+00:00,25.4978,913.02,588.91,38.8,253,0.0842,1,0.07815760995498561
2026-03-22T20:05:00+00:00,27.4059,603.94,151.54,50.53,382,0.0842,1,0.0798740458664613
2026-03-22T20:10:00+00:00,30.9237,283.72,694.7,39.96,425,0.0842,1,0.07050582479878026
2026-03-22T20:15:00+00:00,25.9288,797.3,700.5,54.07,126,0.0842,1,0.1006373647758182
2026-03-22T20:20:00+00:00,29.129,580.29,990.18,57.53,145,0.0842,1,0.06714685053721786
2026-03-22T20:25:00+00:00,35.016,207.82,544.15,68.26,247,0.0842,1,0.06676904205331452
2026-03-22T20:30:00+00:00,39.8266,672.97,644.61,39.14,188,0.0842,1,0.07173986066587307
2026-03-22T20:35:00+00:00,22.5224,259.26,668.12,79.65,439,0.0842,1,0.003787079449500519
2026-03-22T20:40:00+00:00,22.4897,941.01,327.38,69.4,492,0.0842,1,0.02175384366384525
2026-03-22T20:45:00+00:00,35.584,375.39,860.03,54.63,101,0.0842,1,0.06581521518421357
2026-03-22T20:50:00+00:00,22.0672,501.15,162.14,61.29,389,0.0842,1,0.07896106179909179
2026-03-22T20:55:00+00:00,30.8341,527.6,935.75,74.93,170,0.0842,1,0.05195097852501751
2026-03-22T21:00:00+00:00,10.5677,727.39,893.84,43.15,262,0.0842,1,0.10177422866693109
2026-03-22T21:05:00+00:00,9.1773,468.64,737.88,72.94,449,0.0842,1,0.07169804646668021
2026-03-22T21:10:00+00:00,14.0714,270.81,662.52,73.71,274,0.0842,1,0.07389655824344282
2026-03-22T21:15:00+00:00,4.7082,329.78,307.99,76.53,336,0.0842,1,0.06842112430443598
2026-03-22T21:20:00+00:00,7.9567,620.56,717.55,43.23,323,0.0842,1,0.12489013383123115
2026-03-22T21:25:00+00:00,5.8667,995.71,327.73,31.44,298,0.0842,1,0.02150219222212868
2026-03-22T21:30:00+00:00,10.3095,241.27,567.8,78.42,422,0.0842,1,0.03431248001849996
2026-03-22T21:35:00+00:00,9.6437,391.68,845.25,32.24,454,0.0842,1,0.03204621936121077
2026-03-22T21:40:00+00:00,9.5081,850.72,656.76,33.81,340,0.0842,1,0.07821898845284525
2026-03-22T21:45:00+00:00,6.4453,643.6,276.94,69.11,168,0.0842,1,0.1017337920365633
